,task_id,task_description,priority,deadline,assigned_to,status,created_at,estimated_hours,actual_hours,task_type
4898,TASK_90948,Organize code comments and improve readability.,,2025-07-11,user_50,Blocked,2025-05-21,5.47,5.65,Other
4899,TASK_21752,URGENT: System failure requires immediate attention.,,2025-07-22,user_25,Done,2025-06-06,14.87,17.51,Debugging
4900,TASK_93468,Immediate action required: Payment system down.,Critical,2025-07-07,user_84,Blocked,2025-05-23,5.63,8.1,Development
4901,TASK_85168,Improve UI consistency across all pages.,Low,2025-07-05,user_38,Done,2025-05-24,4.93,3.51,Development
4902,TASK_84602,Schedule meeting with stakeholders next week.,Medium,2025-07-17,user_56,In Progress,2025-05-25,2.39,4.38,Meeting
4903,TASK_80608,Immediate action required: Payment system down.,Critical,2025-07-17,user_51,Blocked,2025-06-17,13.43,12.0,Development
4904,TASK_28887,Coordinate with design team on layout feedback.,Medium,2025-08-10,user_33,To Do,2025-05-25,12.99,13.11,Development
4905,TASK_28318,Improve UI consistency across all pages.,Low,2025-08-17,user_43,In Progress,2025-05-26,3.81,6.88,Development
4906,TASK_79096,Refactor legacy module as per guidelines.,Medium,2025-07-07,user_63,Blocked,2025-06-07,10.88,13.55,Development
4907,TASK_87119,High priority task: Resolve server outage now.,Critical,2025-06-30,user_14,In Progress,2025-05-22,3.6,5.82,Support
4908,TASK_74115,High priority task: Resolve server outage now.,Critical,2025-08-15,user_49,Done,2025-06-08,10.78,13.3,Support
4909,TASK_51093,Code review required urgently for merge.,High,2025-08-07,user_36,Done,2025-06-12,11.01,13.68,Meeting
4910,TASK_79659,Code review required urgently for merge.,High,2025-07-10,user_78,To Do,2025-06-05,15.65,15.49,Meeting
4911,TASK_41214,Refactor legacy module as per guidelines.,Medium,2025-08-12,user_14,Blocked,2025-06-14,4.91,8.09,Development
4912,TASK_57899,Refactor legacy module as per guidelines.,Medium,2025-08-11,user_75,Done,2025-05-20,6.73,8.15,Development
4913,TASK_41225,Database optimization needed before backup.,High,2025-08-13,user_98,Done,2025-06-12,10.71,13.75,Other
4914,TASK_53543,Schedule meeting with stakeholders next week.,Medium,2025-07-11,user_89,Blocked,2025-06-17,15.05,15.94,Meeting
4915,TASK_83605,Refactor legacy module as per guidelines.,Medium,2025-08-12,user_30,In Progress,2025-05-26,7.78,9.0,Development
4916,TASK_95957,Clean up old branches from repository.,Low,2025-06-21,user_23,Blocked,2025-06-14,13.64,14.49,Other
4917,TASK_27306,Prepare for upcoming product launch this week.,High,2025-07-22,user_57,In Progress,2025-06-07,10.1,8.78,Other
4918,TASK_33674,Code review required urgently for merge.,High,2025-08-03,user_62,Done,2025-06-17,15.28,17.94,Meeting
4919,TASK_23952,Complete documentation for current sprint.,,2025-08-04,user_69,In Progress,2025-06-04,5.68,9.26,Documentation
4920,TASK_10742,Enhance logging for future debugging.,Low,2025-07-27,user_33,In Progress,2025-05-30,7.04,9.97,Debugging
4921,TASK_66338,High priority task: Resolve server outage now.,Critical,2025-07-16,user_17,Blocked,2025-06-07,12.55,13.4,Support
4922,TASK_74535,Prepare for upcoming product launch this week.,High,2025-06-25,user_94,In Progress,2025-05-26,2.25,2.02,Other
4923,TASK_12599,Client report must be submitted by evening.,High,2025-08-05,user_53,To Do,2025-05-22,11.52,13.75,Other
4924,TASK_40054,Client report must be submitted by evening.,High,2025-08-04,user_2,Blocked,2025-05-30,4.79,6.95,Other
4925,TASK_33090,Schedule meeting with stakeholders next week.,Medium,2025-07-15,user_58,To Do,2025-06-14,7.98,6.57,Meeting
4926,TASK_87360,Database optimization needed before backup.,High,2025-07-20,user_31,Blocked,2025-05-27,13.9,13.56,Other
4927,TASK_90171,Client report must be submitted by evening.,High,2025-07-28,user_72,In Progress,2025-05-24,15.33,15.19,Other
4928,TASK_28805,Update user avatars with new icons.,Low,2025-07-04,user_65,To Do,2025-06-04,10.08,10.12,Other
4929,TASK_14612,URGENT: System failure requires immediate attention.,Critical,2025-07-21,user_11,Blocked,2025-05-31,6.47,6.31,Debugging
4930,TASK_71223,Prepare for upcoming product launch this week.,High,2025-08-12,user_39,Done,2025-05-21,14.87,17.12,Other
4931,TASK_46686,Improve UI consistency across all pages.,Low,2025-07-31,user_7,To Do,2025-06-04,2.52,1.41,Development
4932,TASK_12408,Complete documentation for current sprint.,Medium,2025-07-29,user_70,Blocked,2025-06-01,15.84,14.98,Documentation
4933,TASK_34331,Clean up old branches from repository.,Low,2025-07-20,user_64,Blocked,2025-05-29,8.85,7.02,Other
4934,TASK_48680,High priority task: Resolve server outage now.,Critical,2025-07-05,user_64,Blocked,2025-05-26,5.27,4.6,Support
4935,TASK_88529,Task needs completion before end of the day.,High,2025-07-09,user_19,To Do,2025-05-20,10.15,10.2,Other
4936,TASK_78549,Critical bug in production impacting all users.,Critical,2025-07-05,user_54,Done,2025-05-21,2.07,1.36,Debugging
4937,TASK_22971,High priority task: Resolve server outage now.,Critical,2025-07-24,user_66,To Do,2025-05-25,11.21,14.97,Support
4938,TASK_32751,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-08-05,user_23,Done,2025-05-25,4.92,4.79,Debugging
4939,TASK_92504,Prepare for upcoming product launch this week.,High,2025-07-24,user_22,Blocked,2025-05-29,5.99,7.98,Other
4940,TASK_41467,Schedule meeting with stakeholders next week.,Medium,2025-07-31,,Blocked,2025-06-14,6.38,9.24,Meeting
4941,TASK_79260,URGENT: System failure requires immediate attention.,Critical,2025-07-17,user_64,In Progress,2025-06-03,8.3,9.67,Debugging
4942,TASK_19993,Schedule meeting with stakeholders next week.,Medium,2025-07-16,user_64,Blocked,2025-05-29,10.58,12.94,Meeting
4943,TASK_27725,Schedule meeting with stakeholders next week.,Medium,2025-07-04,user_65,Done,2025-05-24,10.9,9.33,Meeting
4944,TASK_20566,Clean up old branches from repository.,Low,2025-08-13,user_65,Done,2025-05-25,13.77,12.13,Other
4945,TASK_88848,Schedule meeting with stakeholders next week.,Medium,2025-06-21,user_79,To Do,2025-05-23,6.22,8.71,Meeting
4946,TASK_61252,Refactor legacy module as per guidelines.,Medium,2025-06-29,user_80,Blocked,2025-06-08,14.89,15.61,Development
4947,TASK_70138,Immediate action required: Payment system down.,Critical,2025-07-13,user_83,Done,2025-06-13,7.59,8.62,Development
4948,TASK_98825,High priority task: Resolve server outage now.,Critical,2025-08-08,user_51,To Do,2025-05-21,8.29,8.96,Support
4949,TASK_96435,Coordinate with design team on layout feedback.,Medium,2025-08-04,user_90,Done,2025-06-15,8.3,10.02,Development
4950,TASK_55025,Database optimization needed before backup.,High,2025-08-13,user_17,Blocked,2025-06-06,8.13,6.36,Other
4951,TASK_41092,Update user avatars with new icons.,Low,2025-08-02,user_38,In Progress,2025-06-10,7.37,7.73,Other
4952,TASK_49128,Conduct mid-cycle review of project progress.,Medium,2025-07-21,user_42,Done,2025-05-22,9.88,10.95,Meeting
4953,TASK_39543,Coordinate with design team on layout feedback.,Medium,2025-08-15,user_79,To Do,2025-05-30,15.43,16.66,Development
4954,TASK_62105,Prepare for upcoming product launch this week.,High,2025-07-03,user_14,Blocked,2025-06-09,8.32,8.64,Other
4955,TASK_31204,Complete documentation for current sprint.,Medium,2025-07-12,user_81,Done,2025-05-25,2.41,4.43,Documentation
4956,TASK_40925,Code review required urgently for merge.,High,2025-07-15,user_55,Done,2025-05-22,6.79,5.3,Meeting
4957,TASK_46203,Database optimization needed before backup.,,2025-08-02,user_9,In Progress,2025-06-03,4.54,3.47,Other
4958,TASK_80229,Prepare for upcoming product launch this week.,High,2025-07-13,user_93,Blocked,2025-05-24,13.46,16.71,Other
4959,TASK_84609,Schedule meeting with stakeholders next week.,Medium,2025-07-19,,To Do,2025-05-20,15.54,13.75,Meeting
4960,TASK_45313,Coordinate with design team on layout feedback.,Medium,2025-08-02,user_20,To Do,2025-06-03,10.93,13.43,Development
4961,TASK_48638,Schedule meeting with stakeholders next week.,Medium,2025-08-10,user_97,In Progress,2025-05-29,6.71,6.5,Meeting
4962,TASK_74458,High priority task: Resolve server outage now.,Critical,2025-07-21,user_81,Blocked,2025-05-28,5.89,9.68,Support
4963,TASK_83842,Code review required urgently for merge.,High,2025-06-27,user_49,Done,2025-05-27,13.08,12.97,Meeting
4964,TASK_34854,URGENT: System failure requires immediate attention.,Critical,2025-07-16,user_50,In Progress,2025-06-02,2.43,1.93,Debugging
4965,TASK_41338,Conduct mid-cycle review of project progress.,Medium,2025-07-23,user_25,Done,2025-06-05,8.19,10.11,Meeting
4966,TASK_45615,Immediate action required: Payment system down.,,2025-07-18,user_21,To Do,2025-05-28,3.23,3.09,Development
4967,TASK_36571,Client report must be submitted by evening.,High,2025-08-06,user_36,To Do,2025-06-03,14.78,14.85,Other
4968,TASK_47285,Code review required urgently for merge.,High,2025-07-20,user_77,Done,2025-06-04,15.13,18.75,Meeting
4969,TASK_92639,Immediate action required: Payment system down.,Critical,2025-06-26,user_27,Done,2025-06-17,9.56,7.71,Development
4970,TASK_65656,Prepare for upcoming product launch this week.,High,2025-08-01,user_19,In Progress,2025-06-02,4.97,5.58,Other
4971,TASK_77351,Schedule meeting with stakeholders next week.,Medium,2025-07-12,user_83,In Progress,2025-05-29,2.36,0.99,Meeting
4972,TASK_65855,Enhance logging for future debugging.,Low,2025-07-22,user_87,To Do,2025-06-14,10.92,13.95,Debugging
4973,TASK_17376,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-10,user_40,In Progress,2025-06-05,10.07,8.25,Debugging
4974,TASK_80108,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-08-08,user_40,Blocked,2025-06-16,12.18,13.16,Debugging
4975,TASK_89048,Database optimization needed before backup.,High,2025-06-26,user_64,Done,2025-05-28,6.49,9.66,Other
4976,TASK_54490,Complete documentation for current sprint.,Medium,2025-08-06,user_1,To Do,2025-06-17,5.23,5.93,Documentation
4977,TASK_37749,Update user avatars with new icons.,Low,2025-08-17,user_67,Done,2025-06-18,6.52,4.52,Other
4978,TASK_38453,High priority task: Resolve server outage now.,Critical,2025-06-30,user_57,In Progress,2025-05-28,10.26,11.33,Support
4979,TASK_63190,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-06-26,user_9,Done,2025-06-08,8.94,8.76,Debugging
4980,TASK_24599,Improve UI consistency across all pages.,Low,2025-07-18,user_21,Done,2025-06-17,8.64,8.17,Development
4981,TASK_44927,URGENT: System failure requires immediate attention.,Critical,2025-08-15,,Done,2025-06-15,3.78,6.68,Debugging
4982,TASK_86289,Critical bug in production impacting all users.,Critical,2025-07-30,user_54,Blocked,2025-06-08,2.34,6.24,Debugging
4983,TASK_70017,Client report must be submitted by evening.,High,2025-07-19,user_81,Done,2025-06-15,6.2,8.64,Other
4984,TASK_40102,Code review required urgently for merge.,High,2025-08-06,user_32,Blocked,2025-06-01,7.91,6.88,Meeting
4985,TASK_43813,Update user avatars with new icons.,Low,2025-08-11,user_76,Blocked,2025-05-22,7.89,9.41,Other
4986,TASK_12267,Client report must be submitted by evening.,High,2025-08-01,user_50,To Do,2025-05-22,8.36,9.38,Other
4987,TASK_69309,Immediate action required: Payment system down.,Critical,2025-07-31,user_47,In Progress,2025-06-03,12.61,13.79,Development
4988,TASK_35044,Code review required urgently for merge.,High,2025-07-08,user_84,To Do,2025-05-24,9.87,12.01,Meeting
4989,TASK_52185,Organize code comments and improve readability.,Low,2025-07-17,user_2,To Do,2025-05-27,13.88,12.25,Other
4990,TASK_59472,High priority task: Resolve server outage now.,Critical,2025-08-11,user_15,Blocked,2025-05-30,11.5,13.45,Support
4991,TASK_66625,Organize code comments and improve readability.,Low,2025-07-08,user_16,To Do,2025-05-27,7.03,10.66,Other
4992,TASK_35351,Prepare for upcoming product launch this week.,High,2025-08-06,user_31,Blocked,2025-06-12,9.08,11.71,Other
4993,TASK_33683,Database optimization needed before backup.,High,2025-07-01,user_67,Done,2025-05-25,2.66,1.84,Other
4994,TASK_33302,Code review required urgently for merge.,,2025-07-29,user_7,To Do,2025-05-31,4.76,8.47,Meeting
4995,TASK_59658,Conduct mid-cycle review of project progress.,Medium,2025-08-16,user_14,Done,2025-06-07,9.86,10.94,Meeting
4996,TASK_85746,Organize code comments and improve readability.,Low,2025-08-05,user_57,Blocked,2025-06-14,2.29,1.57,Other
4997,TASK_97155,Complete documentation for current sprint.,Medium,2025-07-23,user_14,To Do,2025-05-28,2.33,0.92,Documentation
4998,TASK_80375,Coordinate with design team on layout feedback.,Medium,2025-06-29,user_13,Blocked,2025-06-18,8.61,9.0,Development
4999,TASK_48043,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-09,user_57,Blocked,2025-06-16,3.19,5.09,Debugging
5000,TASK_55204,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-06-30,,To Do,2025-06-14,3.53,6.33,Debugging
5001,TASK_48491,Schedule meeting with stakeholders next week.,Medium,2025-08-07,user_54,In Progress,2025-06-02,5.12,9.11,Meeting
5002,TASK_88347,Conduct mid-cycle review of project progress.,Medium,2025-07-22,user_91,In Progress,2025-06-01,12.23,11.09,Meeting
5003,TASK_12623,Immediate action required: Payment system down.,Critical,2025-07-22,user_21,Blocked,2025-05-20,5.51,7.53,Development
5004,TASK_65452,Improve UI consistency across all pages.,Low,2025-07-30,,In Progress,2025-05-23,7.38,8.97,Development
5005,TASK_11199,Refactor legacy module as per guidelines.,Medium,2025-07-08,user_53,To Do,2025-06-15,7.93,7.78,Development
5006,TASK_96005,High priority task: Resolve server outage now.,Critical,2025-08-05,user_56,Done,2025-05-28,15.95,14.8,Support
5007,TASK_37463,Improve UI consistency across all pages.,Low,2025-08-14,user_59,Done,2025-06-11,4.87,5.82,Development
5008,TASK_78647,URGENT: System failure requires immediate attention.,Critical,2025-06-20,user_97,Done,2025-06-05,9.63,10.88,Debugging
5009,TASK_93718,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-08-12,user_68,To Do,2025-06-01,6.62,6.58,Debugging
5010,TASK_25897,Improve UI consistency across all pages.,Low,2025-08-07,,Blocked,2025-05-22,10.77,12.51,Development
5011,TASK_14362,URGENT: System failure requires immediate attention.,Critical,2025-07-07,user_93,Blocked,2025-06-13,14.35,13.97,Debugging
5012,TASK_63077,Conduct mid-cycle review of project progress.,Medium,2025-08-14,,In Progress,2025-06-09,13.23,16.96,Meeting
5013,TASK_68306,Schedule meeting with stakeholders next week.,Medium,2025-08-04,user_21,To Do,2025-05-21,5.13,7.01,Meeting
5014,TASK_89480,Schedule meeting with stakeholders next week.,Medium,2025-07-18,,To Do,2025-05-22,12.85,15.82,Meeting
5015,TASK_21449,Prepare for upcoming product launch this week.,High,2025-08-06,user_43,Blocked,2025-06-09,14.4,14.71,Other
5016,TASK_28661,Complete documentation for current sprint.,Medium,2025-07-10,user_23,In Progress,2025-06-02,6.09,4.77,Documentation
5017,TASK_18608,Enhance logging for future debugging.,Low,2025-08-12,user_48,To Do,2025-05-21,15.63,15.87,Debugging
5018,TASK_68366,Client report must be submitted by evening.,High,2025-07-22,user_1,Done,2025-06-08,3.39,1.66,Other
5019,TASK_86713,Critical bug in production impacting all users.,Critical,2025-07-27,user_78,To Do,2025-06-11,5.79,5.33,Debugging
5020,TASK_40722,Code review required urgently for merge.,High,2025-08-05,user_47,Done,2025-05-29,13.92,16.39,Meeting
5021,TASK_62536,Organize code comments and improve readability.,Low,2025-07-24,user_69,In Progress,2025-06-11,5.3,5.05,Other
5022,TASK_59309,Coordinate with design team on layout feedback.,Medium,2025-07-28,,Blocked,2025-06-10,6.61,6.73,Development
5023,TASK_43149,Organize code comments and improve readability.,Low,2025-07-05,user_26,Blocked,2025-05-24,8.45,7.12,Other
5024,TASK_16249,Schedule meeting with stakeholders next week.,Medium,2025-08-07,user_10,In Progress,2025-06-05,12.55,16.24,Meeting
5025,TASK_96755,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-19,user_50,In Progress,2025-05-21,8.1,8.93,Debugging
5026,TASK_77979,Conduct mid-cycle review of project progress.,Medium,2025-06-22,user_8,To Do,2025-05-24,6.98,8.91,Meeting
5027,TASK_85836,Complete documentation for current sprint.,Medium,2025-07-16,user_10,Done,2025-05-25,4.2,7.79,Documentation
5028,TASK_86821,Organize code comments and improve readability.,Low,2025-08-13,user_87,In Progress,2025-05-28,11.94,14.75,Other
5029,TASK_62357,Organize code comments and improve readability.,Low,2025-07-08,user_56,To Do,2025-06-12,11.18,10.2,Other
5030,TASK_30873,Immediate action required: Payment system down.,,2025-07-16,user_63,In Progress,2025-05-27,15.16,14.58,Development
5031,TASK_69302,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-07,user_19,In Progress,2025-05-26,5.79,8.48,Debugging
5032,TASK_73705,High priority task: Resolve server outage now.,Critical,2025-07-23,user_31,In Progress,2025-06-09,12.18,12.51,Support
5033,TASK_85515,Refactor legacy module as per guidelines.,Medium,2025-07-17,user_46,Blocked,2025-05-30,8.7,7.22,Development
5034,TASK_20814,Prepare for upcoming product launch this week.,High,2025-07-12,user_2,Blocked,2025-06-17,10.0,13.33,Other
5035,TASK_17516,Code review required urgently for merge.,High,2025-07-12,user_79,Blocked,2025-06-10,15.03,18.46,Meeting
5036,TASK_25985,Refactor legacy module as per guidelines.,Medium,2025-07-19,user_46,To Do,2025-05-30,15.44,13.64,Development
5037,TASK_68222,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-06-29,user_51,To Do,2025-06-10,5.98,8.85,Debugging
5038,TASK_17812,Refactor legacy module as per guidelines.,Medium,2025-07-11,user_60,To Do,2025-05-31,2.12,0.58,Development
5039,TASK_92254,Immediate action required: Payment system down.,Critical,2025-08-12,user_33,In Progress,2025-05-26,8.96,8.39,Development
5040,TASK_24190,High priority task: Resolve server outage now.,Critical,2025-08-06,user_95,To Do,2025-06-15,14.48,15.59,Support
5041,TASK_90319,Code review required urgently for merge.,High,2025-08-02,user_10,To Do,2025-06-05,9.88,10.65,Meeting
5042,TASK_73135,Code review required urgently for merge.,High,2025-07-17,user_95,Blocked,2025-06-11,12.9,11.07,Meeting
5043,TASK_85602,Critical bug in production impacting all users.,Critical,2025-06-24,user_94,Done,2025-05-26,6.68,8.75,Debugging
5044,TASK_18986,Task needs completion before end of the day.,High,2025-07-25,user_81,Blocked,2025-06-03,15.76,15.43,Other
5045,TASK_73296,Client report must be submitted by evening.,High,2025-07-13,user_14,Done,2025-06-04,15.86,16.64,Other
5046,TASK_82644,Complete documentation for current sprint.,Medium,2025-07-05,user_24,In Progress,2025-05-31,13.28,17.14,Documentation
5047,TASK_38285,Refactor legacy module as per guidelines.,Medium,2025-08-03,user_46,To Do,2025-05-28,7.02,9.41,Development
5048,TASK_45354,Database optimization needed before backup.,High,2025-07-15,user_36,In Progress,2025-06-12,2.15,5.26,Other
5049,TASK_32584,Update user avatars with new icons.,Low,2025-07-06,user_1,Done,2025-05-26,10.0,10.47,Other
5050,TASK_79709,Immediate action required: Payment system down.,Critical,2025-06-27,user_64,Done,2025-06-17,14.23,15.09,Development
5051,TASK_21764,Prepare for upcoming product launch this week.,High,2025-07-01,,To Do,2025-06-01,15.65,18.59,Other
5052,TASK_97452,Client report must be submitted by evening.,,2025-07-05,user_87,Done,2025-05-25,3.52,1.94,Other
5053,TASK_15489,Task needs completion before end of the day.,,2025-06-29,user_50,To Do,2025-06-03,6.2,9.3,Other
5054,TASK_98317,Database optimization needed before backup.,High,2025-07-19,user_91,Blocked,2025-05-29,12.08,11.93,Other
5055,TASK_97471,Database optimization needed before backup.,High,2025-06-25,user_100,Blocked,2025-05-25,8.0,8.72,Other
5056,TASK_82203,Code review required urgently for merge.,High,2025-08-04,user_22,Done,2025-05-21,7.69,6.68,Meeting
5057,TASK_36376,Refactor legacy module as per guidelines.,Medium,2025-08-02,user_80,To Do,2025-06-07,3.76,4.07,Development
5058,TASK_19780,High priority task: Resolve server outage now.,Critical,2025-07-01,user_5,Blocked,2025-06-01,6.43,6.52,Support
5059,TASK_90181,Critical bug in production impacting all users.,Critical,2025-06-21,,Blocked,2025-06-02,8.66,6.91,Debugging
5060,TASK_35139,Coordinate with design team on layout feedback.,Medium,2025-07-22,user_72,To Do,2025-06-07,6.35,6.73,Development
5061,TASK_24554,Critical bug in production impacting all users.,Critical,2025-07-05,,In Progress,2025-06-10,2.67,1.83,Debugging
5062,TASK_61126,Update user avatars with new icons.,Low,2025-07-15,user_10,In Progress,2025-06-12,12.16,13.78,Other
5063,TASK_44163,Enhance logging for future debugging.,Low,2025-08-04,user_81,Done,2025-05-26,11.62,12.36,Debugging
5064,TASK_42220,Conduct mid-cycle review of project progress.,Medium,2025-06-22,user_48,Blocked,2025-05-27,9.99,10.31,Meeting
5065,TASK_28136,Prepare for upcoming product launch this week.,High,2025-07-25,user_21,To Do,2025-06-06,11.55,10.95,Other
5066,TASK_26565,Code review required urgently for merge.,High,2025-06-29,user_35,Done,2025-06-01,3.55,2.53,Meeting
5067,TASK_67903,Conduct mid-cycle review of project progress.,Medium,2025-06-20,user_53,Done,2025-06-05,7.97,11.21,Meeting
5068,TASK_79311,Database optimization needed before backup.,,2025-07-17,user_5,To Do,2025-06-09,4.82,7.08,Other
5069,TASK_55752,Task needs completion before end of the day.,High,2025-08-08,user_15,Blocked,2025-06-12,14.67,16.2,Other
5070,TASK_43612,Client report must be submitted by evening.,High,2025-08-16,user_65,In Progress,2025-06-12,7.98,6.57,Other
5071,TASK_60140,Coordinate with design team on layout feedback.,Medium,2025-06-28,user_21,Done,2025-06-08,12.77,13.13,Development
5072,TASK_49234,Critical bug in production impacting all users.,Critical,2025-07-30,user_74,To Do,2025-06-03,11.99,14.25,Debugging
5073,TASK_38736,Clean up old branches from repository.,Low,2025-07-22,user_80,In Progress,2025-06-09,6.98,7.4,Other
5074,TASK_70288,Task needs completion before end of the day.,High,2025-08-17,user_57,Done,2025-05-25,9.98,13.19,Other
5075,TASK_42061,Critical bug in production impacting all users.,Critical,2025-07-07,user_85,To Do,2025-06-01,8.97,9.95,Debugging
5076,TASK_66695,URGENT: System failure requires immediate attention.,Critical,2025-06-22,user_99,In Progress,2025-05-20,10.16,10.83,Debugging
5077,TASK_78828,Improve UI consistency across all pages.,Low,2025-07-02,user_100,To Do,2025-05-21,15.95,17.24,Development
5078,TASK_55987,Conduct mid-cycle review of project progress.,Medium,2025-06-27,user_18,In Progress,2025-05-24,15.15,13.25,Meeting
5079,TASK_32875,Enhance logging for future debugging.,Low,2025-07-14,user_14,Done,2025-05-27,3.93,7.07,Debugging
5080,TASK_83895,Database optimization needed before backup.,High,2025-07-16,user_97,Done,2025-06-01,6.14,6.18,Other
5081,TASK_33624,Enhance logging for future debugging.,Low,2025-08-02,user_76,In Progress,2025-06-01,10.36,12.79,Debugging
5082,TASK_60884,Immediate action required: Payment system down.,Critical,2025-07-22,user_33,Blocked,2025-06-07,10.69,13.99,Development
5083,TASK_59812,Code review required urgently for merge.,High,2025-08-05,user_41,In Progress,2025-06-14,5.89,4.43,Meeting
5084,TASK_55639,Database optimization needed before backup.,High,2025-07-18,user_88,To Do,2025-06-03,5.09,6.2,Other
5085,TASK_10250,Immediate action required: Payment system down.,Critical,2025-07-20,user_75,Blocked,2025-06-07,8.34,7.16,Development
5086,TASK_13917,Prepare for upcoming product launch this week.,High,2025-08-05,user_89,Blocked,2025-05-21,2.96,4.83,Other
5087,TASK_37561,Update user avatars with new icons.,Low,2025-07-09,user_98,Done,2025-05-24,7.67,7.69,Other
5088,TASK_29164,URGENT: System failure requires immediate attention.,Critical,2025-07-20,user_68,Blocked,2025-05-30,2.55,4.5,Debugging
5089,TASK_58124,URGENT: System failure requires immediate attention.,Critical,2025-06-30,user_26,In Progress,2025-06-01,4.32,8.17,Debugging
5090,TASK_51878,Enhance logging for future debugging.,Low,2025-07-09,user_1,Blocked,2025-06-03,9.43,9.32,Debugging
5091,TASK_15619,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-29,,In Progress,2025-06-11,10.75,13.96,Debugging
5092,TASK_73270,Clean up old branches from repository.,Low,2025-08-05,user_39,Blocked,2025-05-20,14.96,16.32,Other
5093,TASK_81083,Schedule meeting with stakeholders next week.,Medium,2025-08-02,user_95,To Do,2025-06-11,8.74,10.43,Meeting
5094,TASK_89643,Refactor legacy module as per guidelines.,Medium,2025-07-26,user_71,Done,2025-06-15,3.04,3.44,Development
5095,TASK_47070,Update user avatars with new icons.,Low,2025-07-30,user_28,Done,2025-06-10,6.84,6.7,Other
5096,TASK_45639,Task needs completion before end of the day.,High,2025-07-18,user_33,Done,2025-05-24,8.36,10.28,Other
5097,TASK_48478,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-08-07,user_3,To Do,2025-06-11,12.35,10.5,Debugging
5098,TASK_91106,Schedule meeting with stakeholders next week.,Medium,2025-08-15,user_90,Done,2025-05-21,9.64,11.25,Meeting
5099,TASK_29237,Enhance logging for future debugging.,Low,2025-06-27,user_42,Done,2025-06-09,9.6,11.73,Debugging
5100,TASK_64737,URGENT: System failure requires immediate attention.,Critical,2025-07-02,user_99,In Progress,2025-06-05,13.09,15.13,Debugging
5101,TASK_71494,Conduct mid-cycle review of project progress.,Medium,2025-07-11,user_61,To Do,2025-05-23,2.74,6.51,Meeting
5102,TASK_78422,Conduct mid-cycle review of project progress.,Medium,2025-08-17,user_36,Done,2025-06-06,3.98,2.43,Meeting
5103,TASK_60529,Refactor legacy module as per guidelines.,Medium,2025-07-22,user_40,To Do,2025-05-24,5.75,7.65,Development
5104,TASK_78932,Code review required urgently for merge.,High,2025-06-30,user_52,Blocked,2025-06-13,13.67,11.98,Meeting
5105,TASK_52279,Organize code comments and improve readability.,Low,2025-07-03,user_22,In Progress,2025-05-26,14.23,15.75,Other
5106,TASK_23464,Prepare for upcoming product launch this week.,High,2025-08-10,user_76,To Do,2025-06-02,12.73,10.86,Other
5107,TASK_36338,Enhance logging for future debugging.,Low,2025-07-11,user_64,To Do,2025-06-06,11.13,13.74,Debugging
5108,TASK_93712,Improve UI consistency across all pages.,Low,2025-07-27,user_26,To Do,2025-06-12,15.76,18.83,Development
5109,TASK_53954,Task needs completion before end of the day.,High,2025-07-29,user_58,Blocked,2025-06-02,11.95,11.82,Other
5110,TASK_74254,Improve UI consistency across all pages.,Low,2025-07-14,user_6,Blocked,2025-06-05,5.26,6.99,Development
5111,TASK_61810,Enhance logging for future debugging.,Low,2025-08-09,user_31,Done,2025-05-24,6.6,8.59,Debugging
5112,TASK_15177,Clean up old branches from repository.,Low,2025-06-28,user_40,To Do,2025-05-21,2.27,1.77,Other
5113,TASK_58927,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-08-03,user_76,In Progress,2025-05-20,12.35,12.89,Debugging
5114,TASK_71551,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-01,user_26,Done,2025-05-30,7.09,8.04,Debugging
5115,TASK_70378,Code review required urgently for merge.,High,2025-08-11,user_5,To Do,2025-06-13,3.55,5.67,Meeting
5116,TASK_66089,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-08-15,user_96,In Progress,2025-06-05,3.13,2.74,Debugging
5117,TASK_71743,Task needs completion before end of the day.,High,2025-06-19,user_30,To Do,2025-05-29,11.59,14.62,Other
5118,TASK_23122,Coordinate with design team on layout feedback.,Medium,2025-07-10,user_30,To Do,2025-05-26,9.99,12.18,Development
5119,TASK_51939,Refactor legacy module as per guidelines.,Medium,2025-07-29,user_34,Done,2025-05-30,9.61,13.49,Development
5120,TASK_31954,Critical bug in production impacting all users.,Critical,2025-07-27,user_53,Blocked,2025-05-27,4.87,8.14,Debugging
5121,TASK_44905,Task needs completion before end of the day.,High,2025-07-27,user_88,Blocked,2025-05-26,2.67,3.11,Other
5122,TASK_16760,Task needs completion before end of the day.,High,2025-07-08,user_2,Done,2025-05-25,15.9,14.22,Other
