task_id,task_description,priority,deadline,assigned_to,status,created_at,estimated_hours,actual_hours
TASK_54423,Enhance logging for future debugging.,Low,2025-07-22,user_5,In Progress,2025-05-29,11.77,15.4
TASK_75412,Critical bug in production impacting all users.,Critical,2025-07-07,user_72,,2025-05-29,15.61,14.14
TASK_56587,URGENT: System failure requires immediate attention.,Critical,2025-06-25,user_77,In Progress,2025-05-24,9.57,12.93
TASK_84692,Prepare for upcoming product launch this week.,High,2025-06-24,user_22,In Progress,2025-06-05,14.87,13.33
TASK_23492,Coordinate with design team on layout feedback.,Medium,2025-07-27,user_97,To Do,2025-05-25,2.53,1.57
TASK_81177,Immediate action required: Payment system down.,Critical,2025-07-29,user_59,To Do,2025-05-21,5.39,7.61
TASK_85168,Improve UI consistency across all pages.,Low,2025-07-05,user_38,To Do,2025-05-24,4.93,3.51
TASK_12352,,High,2025-08-09,user_47,Completed,2025-06-14,11.63,14.88
TASK_74423,Clean up old branches from repository.,Low,2025-08-07,user_33,Completed,2025-06-15,2.19,0.41
TASK_46634,URGENT: System failure requires immediate attention.,Critical,2025-07-12,,,2025-05-31,9.77,12.61
TASK_15268,Complete documentation for current sprint.,Medium,2025-07-22,user_12,To Do,2025-05-28,3.19,2.72
TASK_76373,URGENT: System failure requires immediate attention.,Critical,2025-07-31,user_90,Completed,2025-06-10,6.08,5.73
TASK_22480,Improve UI consistency across all pages.,Low,2025-06-29,user_79,To Do,2025-05-20,2.32,1.98
TASK_48382,Organize code comments and improve readability.,Low,2025-08-09,user_15,In Progress,2025-05-29,7.45,10.11
TASK_59565,Prepare for upcoming product launch this week.,,2025-07-31,user_79,To Do,2025-05-20,3.17,6.63
TASK_20559,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-08-05,user_80,In Progress,2025-05-25,14.09,17.53
TASK_28179,Coordinate with design team on layout feedback.,Medium,2025-08-07,user_53,In Progress,2025-06-17,4.27,6.21
TASK_39728,Complete documentation for current sprint.,Medium,2025-07-09,user_17,In Progress,2025-06-16,7.8,7.4
TASK_19297,Update user avatars with new icons.,Low,2025-07-24,,In Progress,2025-06-04,8.43,10.55
TASK_86493,Immediate action required: Payment system down.,,2025-07-07,user_44,Completed,2025-05-30,10.46,12.55
TASK_24861,Update user avatars with new icons.,Low,2025-07-17,user_66,In Progress,2025-06-02,5.65,5.85
TASK_44364,Update user avatars with new icons.,Low,2025-06-28,,Completed,2025-06-14,4.55,7.31
TASK_28038,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-03,user_74,Completed,2025-05-21,8.05,11.51
TASK_11555,Critical bug in production impacting all users.,Critical,2025-07-19,user_3,To Do,2025-06-02,12.39,11.17
TASK_25790,Critical bug in production impacting all users.,Critical,2025-07-16,user_59,To Do,2025-06-12,14.32,17.54
TASK_46647,Task needs completion before end of the day.,High,2025-08-03,user_29,To Do,2025-06-02,8.47,7.12
TASK_94622,Prepare for upcoming product launch this week.,High,2025-07-10,user_39,Completed,2025-06-12,7.06,10.46
TASK_28998,Critical bug in production impacting all users.,Critical,2025-06-19,user_76,Completed,2025-05-24,5.63,5.88
TASK_80096,URGENT: System failure requires immediate attention.,Critical,2025-07-22,user_39,Completed,2025-06-13,8.49,9.05
TASK_75463,Update user avatars with new icons.,,2025-08-06,user_17,To Do,2025-06-16,12.42,13.43
TASK_62900,Code review required urgently for merge.,High,2025-08-16,user_93,In Progress,2025-05-30,14.62,16.14
TASK_12673,Update user avatars with new icons.,Low,2025-08-02,user_1,Completed,2025-06-10,3.14,3.01
TASK_61655,Prepare for upcoming product launch this week.,High,2025-07-11,user_96,In Progress,2025-06-08,9.54,8.66
TASK_52520,Task needs completion before end of the day.,High,2025-06-30,user_70,In Progress,2025-06-17,4.56,8.5
TASK_88273,Prepare for upcoming product launch this week.,,2025-07-02,user_97,In Progress,2025-05-29,7.97,9.51
TASK_76289,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-25,user_94,In Progress,2025-06-03,12.93,14.97
TASK_55828,Refactor legacy module as per guidelines.,Medium,2025-07-09,user_61,Completed,2025-06-10,11.57,9.7
TASK_92722,High priority task: Resolve server outage now.,Critical,2025-06-25,user_63,In Progress,2025-06-10,6.81,8.39
TASK_61553,Client report must be submitted by evening.,High,2025-07-13,user_37,In Progress,2025-06-02,13.01,12.72
TASK_42761,Organize code comments and improve readability.,Low,2025-07-24,user_18,In Progress,2025-06-12,6.16,8.16
TASK_99992,Organize code comments and improve readability.,Low,2025-08-02,user_22,To Do,2025-05-25,11.78,15.18
TASK_67651,Task needs completion before end of the day.,High,2025-07-25,user_10,To Do,2025-06-08,9.59,10.32
TASK_97588,Conduct mid-cycle review of project progress.,Medium,2025-07-10,user_52,To Do,2025-05-30,3.71,6.22
TASK_26951,Improve UI consistency across all pages.,Low,2025-07-29,user_9,Completed,2025-05-29,5.48,6.83
TASK_88336,Clean up old branches from repository.,Low,2025-08-10,user_3,Completed,2025-05-22,9.22,11.13
TASK_13366,Coordinate with design team on layout feedback.,Medium,2025-07-29,user_15,In Progress,2025-06-17,8.16,10.47
TASK_19867,Conduct mid-cycle review of project progress.,Medium,2025-07-04,user_63,In Progress,2025-06-16,13.29,11.58
TASK_63837,Clean up old branches from repository.,Low,2025-07-15,user_88,To Do,2025-05-27,9.05,10.15
TASK_35991,Conduct mid-cycle review of project progress.,Medium,2025-08-02,user_58,To Do,2025-06-12,5.85,5.72
TASK_31684,High priority task: Resolve server outage now.,Critical,2025-07-16,user_46,Completed,2025-06-13,3.44,4.56
TASK_84731,Update user avatars with new icons.,Low,2025-08-11,user_36,Completed,2025-06-13,5.54,4.02
TASK_99581,Immediate action required: Payment system down.,Critical,2025-08-13,user_87,In Progress,2025-06-10,3.49,1.76
TASK_38103,Coordinate with design team on layout feedback.,Medium,2025-08-01,user_92,Completed,2025-05-27,11.78,10.58
TASK_46897,Immediate action required: Payment system down.,Critical,2025-07-07,user_67,To Do,2025-05-25,5.91,6.96
TASK_24185,Task needs completion before end of the day.,High,2025-08-07,user_7,To Do,2025-05-27,10.74,13.57
TASK_89637,Refactor legacy module as per guidelines.,Medium,2025-08-03,user_33,To Do,2025-06-05,15.27,14.93
TASK_13200,Complete documentation for current sprint.,Medium,2025-08-11,user_67,In Progress,2025-05-20,8.3,6.48
TASK_25536,Organize code comments and improve readability.,Low,2025-07-31,user_67,In Progress,2025-05-26,3.62,5.97
TASK_66343,Schedule meeting with stakeholders next week.,Medium,2025-07-29,,In Progress,2025-06-07,6.27,5.69
TASK_27734,Database optimization needed before backup.,High,2025-07-16,user_63,Completed,2025-05-23,11.22,10.97
TASK_36391,Organize code comments and improve readability.,Low,2025-08-13,user_63,Completed,2025-05-25,7.3,5.48
TASK_52211,Refactor legacy module as per guidelines.,Medium,2025-08-15,user_61,To Do,2025-06-13,10.97,9.56
TASK_40854,Refactor legacy module as per guidelines.,Medium,2025-07-03,user_22,In Progress,2025-06-10,15.71,18.57
TASK_87622,Clean up old branches from repository.,Low,2025-07-12,user_21,To Do,2025-06-17,11.53,12.75
TASK_82850,Coordinate with design team on layout feedback.,Medium,2025-08-12,user_2,In Progress,2025-06-08,15.8,16.85
TASK_23460,Critical bug in production impacting all users.,Critical,2025-07-10,user_77,Completed,2025-06-05,13.69,14.51
TASK_54295,Client report must be submitted by evening.,High,2025-08-08,user_70,Completed,2025-05-26,7.21,6.36
TASK_92964,Code review required urgently for merge.,High,2025-07-03,user_93,Completed,2025-06-16,10.49,10.17
TASK_64280,Code review required urgently for merge.,High,2025-08-16,user_24,In Progress,2025-05-23,14.13,15.15
TASK_88387,Schedule meeting with stakeholders next week.,Medium,2025-06-26,user_67,In Progress,2025-06-08,13.76,16.49
TASK_90052,Enhance logging for future debugging.,Low,2025-08-10,user_88,Completed,2025-05-20,9.68,13.44
TASK_14450,Client report must be submitted by evening.,High,2025-07-15,user_50,In Progress,2025-06-08,13.11,12.8
TASK_74503,Clean up old branches from repository.,Low,2025-06-26,user_53,To Do,2025-06-17,2.48,1.14
TASK_45159,Conduct mid-cycle review of project progress.,Medium,2025-08-07,user_95,In Progress,2025-06-18,6.08,6.46
TASK_77326,High priority task: Resolve server outage now.,Critical,2025-06-20,user_62,Completed,2025-05-29,12.24,11.38
TASK_16687,Clean up old branches from repository.,Low,2025-07-20,,In Progress,2025-06-15,6.43,7.28
TASK_20742,Code review required urgently for merge.,High,2025-07-12,user_21,To Do,2025-05-28,15.15,15.06
TASK_61588,Task needs completion before end of the day.,High,2025-08-11,user_92,In Progress,2025-06-16,15.61,15.75
TASK_68831,Complete documentation for current sprint.,Medium,2025-06-20,user_71,Completed,2025-06-17,15.53,19.42
TASK_26214,Refactor legacy module as per guidelines.,Medium,2025-06-30,user_95,Completed,2025-06-07,5.07,6.97
TASK_85559,Prepare for upcoming product launch this week.,High,2025-08-06,user_65,Completed,2025-05-21,7.35,6.59
TASK_73232,Organize code comments and improve readability.,Low,2025-06-24,user_10,Completed,2025-06-07,3.85,7.07
TASK_55479,Code review required urgently for merge.,High,2025-06-20,user_2,To Do,2025-05-29,4.56,6.01
TASK_22319,Refactor legacy module as per guidelines.,Medium,2025-08-02,user_89,In Progress,2025-05-23,11.32,12.07
TASK_41967,Critical bug in production impacting all users.,Critical,2025-08-02,user_12,To Do,2025-06-04,5.47,6.54
TASK_74065,Complete documentation for current sprint.,Medium,2025-07-30,user_3,In Progress,2025-06-14,3.01,2.6
TASK_12259,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-08-04,user_76,Completed,2025-06-03,3.98,6.88
TASK_97785,,Low,2025-07-06,user_83,In Progress,2025-06-14,3.84,6.35
TASK_88169,Client report must be submitted by evening.,High,2025-07-26,user_52,Completed,2025-06-10,8.45,7.12
TASK_63094,Conduct mid-cycle review of project progress.,Medium,2025-06-21,user_63,In Progress,2025-06-16,14.86,16.65
TASK_77151,Task needs completion before end of the day.,High,2025-07-19,user_33,,2025-05-22,11.99,10.04
TASK_98904,Organize code comments and improve readability.,Low,2025-07-04,user_96,,2025-06-15,5.21,4.56
TASK_60503,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-08-12,user_78,Completed,2025-05-25,15.05,15.99
TASK_38565,Critical bug in production impacting all users.,Critical,2025-08-03,user_6,In Progress,2025-06-03,9.34,11.8
TASK_51634,Critical bug in production impacting all users.,Critical,2025-08-10,user_49,To Do,2025-06-02,8.88,9.51
TASK_28870,Critical bug in production impacting all users.,Critical,2025-08-03,user_76,In Progress,2025-06-17,10.81,10.33
TASK_74380,Conduct mid-cycle review of project progress.,Medium,2025-07-17,user_8,,2025-06-03,4.07,4.02
TASK_77947,Database optimization needed before backup.,High,2025-06-22,user_1,,2025-05-30,3.74,5.84
TASK_37255,Refactor legacy module as per guidelines.,Medium,2025-08-05,user_80,,2025-05-21,11.26,9.79
TASK_13939,Enhance logging for future debugging.,Low,2025-08-10,user_23,Completed,2025-06-04,12.01,12.38
TASK_77202,Organize code comments and improve readability.,Low,2025-07-01,,Completed,2025-06-10,4.35,7.99
TASK_32718,Coordinate with design team on layout feedback.,Medium,2025-06-25,user_98,Completed,2025-05-26,2.54,5.92
TASK_94191,Database optimization needed before backup.,High,2025-07-28,user_17,Completed,2025-05-24,10.35,14.12
TASK_94707,Coordinate with design team on layout feedback.,Medium,2025-08-13,user_93,To Do,2025-06-13,9.02,10.21
TASK_67434,Update user avatars with new icons.,Low,2025-08-11,user_24,To Do,2025-05-22,15.18,18.7
TASK_93173,Update user avatars with new icons.,,2025-06-28,user_57,In Progress,2025-06-10,12.0,10.64
TASK_58389,Clean up old branches from repository.,Low,2025-07-24,user_67,In Progress,2025-06-09,9.79,13.09
TASK_88511,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-26,user_48,In Progress,2025-06-02,2.14,4.56
TASK_22135,URGENT: System failure requires immediate attention.,Critical,2025-07-24,user_45,Completed,2025-05-24,10.86,10.86
TASK_22144,Complete documentation for current sprint.,Medium,2025-07-12,user_45,Completed,2025-06-16,2.07,2.7
TASK_84135,Refactor legacy module as per guidelines.,Medium,2025-07-27,user_9,,2025-06-18,14.06,12.44
TASK_41885,URGENT: System failure requires immediate attention.,Critical,2025-06-22,user_85,To Do,2025-06-06,12.0,11.31
TASK_96034,Update user avatars with new icons.,Low,2025-07-28,user_84,In Progress,2025-06-12,10.78,12.47
TASK_45151,Client report must be submitted by evening.,High,2025-06-19,user_37,In Progress,2025-05-28,3.42,2.76
TASK_46391,Coordinate with design team on layout feedback.,Medium,2025-08-01,user_74,To Do,2025-06-14,7.29,6.25
TASK_92898,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-19,user_40,In Progress,2025-06-07,5.81,6.46
TASK_60070,Clean up old branches from repository.,Low,2025-08-05,user_28,Completed,2025-05-24,4.45,7.56
TASK_17867,,,2025-08-02,user_59,In Progress,2025-05-27,5.37,8.83
TASK_78314,High priority task: Resolve server outage now.,Critical,2025-06-24,user_54,Completed,2025-06-03,9.52,8.67
TASK_15916,Update user avatars with new icons.,Low,2025-06-26,user_38,To Do,2025-06-10,4.96,8.87
TASK_70568,High priority task: Resolve server outage now.,,2025-07-12,user_83,Completed,2025-05-29,13.45,15.03
TASK_13479,Schedule meeting with stakeholders next week.,Medium,2025-08-13,user_87,Completed,2025-06-18,7.04,7.28
TASK_82348,Improve UI consistency across all pages.,Low,2025-07-04,user_71,In Progress,2025-05-20,7.99,11.61
TASK_71497,Schedule meeting with stakeholders next week.,Medium,2025-08-02,user_84,Completed,2025-06-18,10.92,10.09
TASK_74347,Complete documentation for current sprint.,Medium,2025-07-20,,To Do,2025-06-02,10.97,13.74
TASK_18663,Database optimization needed before backup.,High,2025-08-16,user_59,To Do,2025-06-04,10.32,10.9
TASK_82383,Task needs completion before end of the day.,High,2025-08-07,user_48,Completed,2025-06-16,9.05,11.63
TASK_80753,,High,2025-07-24,user_1,To Do,2025-06-05,12.9,15.92
TASK_90545,Coordinate with design team on layout feedback.,Medium,2025-06-26,user_29,Completed,2025-06-01,13.46,15.17
TASK_63109,Task needs completion before end of the day.,High,2025-08-15,user_36,To Do,2025-06-16,5.37,7.95
TASK_47147,URGENT: System failure requires immediate attention.,Critical,2025-07-09,user_93,Completed,2025-05-26,11.51,11.59
TASK_48644,Clean up old branches from repository.,Low,2025-08-10,user_10,To Do,2025-06-18,10.44,9.68
TASK_28797,,Medium,2025-08-01,user_50,,2025-06-06,10.5,10.25
TASK_32730,Immediate action required: Payment system down.,Critical,2025-06-25,user_14,To Do,2025-05-25,12.05,10.29
TASK_98288,,Low,2025-08-04,user_69,To Do,2025-06-11,9.35,12.19
TASK_89844,Conduct mid-cycle review of project progress.,Medium,2025-08-09,user_66,In Progress,2025-06-04,8.3,6.52
TASK_79625,Schedule meeting with stakeholders next week.,Medium,2025-08-06,user_38,In Progress,2025-06-07,2.89,6.82
TASK_19831,URGENT: System failure requires immediate attention.,Critical,2025-06-20,user_80,In Progress,2025-06-11,14.79,12.94
TASK_99427,Clean up old branches from repository.,Low,2025-06-26,user_97,,2025-06-11,10.78,10.58
TASK_33458,Enhance logging for future debugging.,Low,2025-08-08,user_14,Completed,2025-06-14,3.24,2.95
TASK_25636,High priority task: Resolve server outage now.,Critical,2025-06-27,user_81,To Do,2025-06-05,8.03,9.41
TASK_27333,Organize code comments and improve readability.,Low,2025-07-27,user_30,,2025-05-27,6.89,7.79
TASK_41237,High priority task: Resolve server outage now.,Critical,2025-08-10,user_41,In Progress,2025-06-17,11.68,11.92
TASK_36435,Critical bug in production impacting all users.,Critical,2025-07-04,user_96,In Progress,2025-06-16,2.88,1.03
TASK_74865,Update user avatars with new icons.,Low,2025-07-25,user_47,In Progress,2025-06-08,7.06,9.06
TASK_73067,Enhance logging for future debugging.,Low,2025-07-17,user_11,To Do,2025-06-02,7.17,9.61
TASK_73816,Conduct mid-cycle review of project progress.,Medium,2025-07-05,user_85,Completed,2025-06-10,13.94,17.33
TASK_93587,Schedule meeting with stakeholders next week.,Medium,2025-07-03,user_8,To Do,2025-06-15,10.65,12.5
TASK_92691,Complete documentation for current sprint.,Medium,2025-07-30,user_90,Completed,2025-06-04,14.22,15.29
TASK_96500,Clean up old branches from repository.,,2025-07-29,user_84,To Do,2025-06-02,5.06,3.12
TASK_42059,Client report must be submitted by evening.,High,2025-08-10,user_36,Completed,2025-05-24,4.72,3.83
TASK_60385,Organize code comments and improve readability.,Low,2025-06-28,user_51,In Progress,2025-05-21,2.01,3.2
TASK_65540,Coordinate with design team on layout feedback.,Medium,2025-06-25,user_68,In Progress,2025-06-02,6.18,7.66
TASK_92477,Code review required urgently for merge.,High,2025-07-04,user_67,In Progress,2025-05-26,2.45,4.74
TASK_62591,Immediate action required: Payment system down.,Critical,2025-07-24,user_26,To Do,2025-05-31,5.28,9.26
TASK_61971,Organize code comments and improve readability.,Low,2025-06-30,user_44,To Do,2025-05-25,7.78,7.56
TASK_12111,Update user avatars with new icons.,Low,2025-06-24,user_37,To Do,2025-06-02,2.34,4.91
TASK_11920,Task needs completion before end of the day.,High,2025-08-17,,In Progress,2025-06-16,9.51,9.52
TASK_41039,Critical bug in production impacting all users.,Critical,2025-07-14,user_62,Completed,2025-05-26,6.07,6.95
TASK_22193,Prepare for upcoming product launch this week.,High,2025-07-25,user_40,Completed,2025-05-28,7.0,6.62
TASK_62811,Improve UI consistency across all pages.,Low,2025-07-22,user_34,To Do,2025-06-14,9.51,9.3
TASK_83532,Enhance logging for future debugging.,Low,2025-06-21,user_88,Completed,2025-05-22,3.27,5.9
TASK_50483,,Medium,2025-07-07,user_66,Completed,2025-05-25,8.23,10.99
TASK_98608,Prepare for upcoming product launch this week.,High,2025-06-25,,Completed,2025-05-28,6.96,10.62
TASK_71743,Task needs completion before end of the day.,High,2025-06-19,user_30,In Progress,2025-05-29,11.59,14.62
TASK_29538,High priority task: Resolve server outage now.,Critical,2025-07-15,user_22,To Do,2025-05-31,8.07,9.96
TASK_16831,URGENT: System failure requires immediate attention.,Critical,2025-07-22,user_86,Completed,2025-06-10,13.07,17.03
TASK_99216,Prepare for upcoming product launch this week.,High,2025-06-30,user_33,In Progress,2025-06-18,2.94,2.11
TASK_85839,Immediate action required: Payment system down.,Critical,2025-07-10,user_44,Completed,2025-06-06,3.62,4.57
TASK_83649,Schedule meeting with stakeholders next week.,Medium,2025-08-06,user_35,To Do,2025-06-03,4.13,6.88
TASK_97342,Complete documentation for current sprint.,Medium,2025-07-01,,Completed,2025-05-28,11.17,9.24
TASK_16788,Schedule meeting with stakeholders next week.,Medium,2025-08-14,user_79,In Progress,2025-06-02,11.8,11.37
TASK_38995,Critical bug in production impacting all users.,Critical,2025-07-28,user_22,To Do,2025-06-06,11.93,10.29
TASK_73875,Organize code comments and improve readability.,Low,2025-08-10,user_74,In Progress,2025-05-21,2.85,3.61
TASK_66327,Complete documentation for current sprint.,Medium,2025-08-02,user_79,In Progress,2025-05-30,2.68,6.27
TASK_41361,URGENT: System failure requires immediate attention.,Critical,2025-06-19,user_72,Completed,2025-06-12,3.75,4.93
TASK_20495,Task needs completion before end of the day.,High,2025-07-18,user_16,To Do,2025-05-23,9.95,10.39
TASK_43429,Complete documentation for current sprint.,Medium,2025-07-31,user_21,In Progress,2025-06-03,3.86,6.33
TASK_42913,Client report must be submitted by evening.,High,2025-08-05,user_50,In Progress,2025-06-01,3.08,3.05
TASK_28276,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-12,user_34,,2025-06-16,14.75,17.24
TASK_94618,Clean up old branches from repository.,Low,2025-08-01,user_49,In Progress,2025-05-30,2.6,1.81
TASK_28451,Schedule meeting with stakeholders next week.,Medium,2025-08-17,user_54,To Do,2025-06-16,8.9,12.67
TASK_63364,Schedule meeting with stakeholders next week.,Medium,2025-06-20,user_66,To Do,2025-05-29,8.12,10.94
TASK_40048,,Critical,2025-08-15,user_72,Completed,2025-06-11,8.58,12.26
TASK_30636,Refactor legacy module as per guidelines.,Medium,2025-06-28,user_40,Completed,2025-06-10,4.23,7.06
TASK_70649,Enhance logging for future debugging.,,2025-07-17,user_10,Completed,2025-06-13,3.24,1.94
TASK_77094,,Low,2025-07-07,user_78,In Progress,2025-06-18,2.19,3.06
TASK_73748,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-06-27,,Completed,2025-06-11,11.54,11.25
TASK_57906,Complete documentation for current sprint.,Medium,2025-07-04,user_65,To Do,2025-06-03,6.58,10.43
TASK_55370,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-26,user_86,In Progress,2025-05-26,3.82,2.46
TASK_25300,Improve UI consistency across all pages.,Low,2025-07-26,user_10,In Progress,2025-05-26,15.9,18.36
TASK_51340,Code review required urgently for merge.,High,2025-07-20,user_95,Completed,2025-05-26,13.89,15.08
TASK_77860,Emergency: Security breach needs to be fixed ASAP.,,2025-06-20,user_37,In Progress,2025-06-09,8.5,7.86
TASK_53640,Refactor legacy module as per guidelines.,Medium,2025-08-10,user_79,Completed,2025-06-11,9.17,7.4
TASK_47536,Client report must be submitted by evening.,High,2025-07-06,user_33,Completed,2025-05-25,8.84,8.1
TASK_13756,Database optimization needed before backup.,High,2025-07-21,user_99,In Progress,2025-05-24,11.69,14.92
TASK_63028,Refactor legacy module as per guidelines.,Medium,2025-08-01,user_7,In Progress,2025-05-29,12.05,11.5
TASK_63763,Critical bug in production impacting all users.,Critical,2025-07-03,user_46,Completed,2025-06-06,11.3,12.25
TASK_97647,Conduct mid-cycle review of project progress.,Medium,2025-07-19,,Completed,2025-06-11,13.47,13.45
TASK_82506,High priority task: Resolve server outage now.,Critical,2025-08-11,,In Progress,2025-06-06,10.22,11.88
TASK_15659,Complete documentation for current sprint.,Medium,2025-08-02,user_48,In Progress,2025-05-25,6.43,7.94
TASK_33246,Task needs completion before end of the day.,High,2025-07-18,user_58,In Progress,2025-06-17,9.96,9.0
TASK_98929,Database optimization needed before backup.,High,2025-07-02,user_8,To Do,2025-05-21,10.22,11.97
TASK_80279,Code review required urgently for merge.,High,2025-07-31,user_82,In Progress,2025-06-04,2.29,2.98
TASK_59503,Task needs completion before end of the day.,High,2025-08-02,user_36,In Progress,2025-05-28,11.44,10.08
TASK_14923,Critical bug in production impacting all users.,Critical,2025-08-17,user_35,Completed,2025-06-06,6.28,9.47
TASK_87888,Clean up old branches from repository.,Low,2025-07-08,user_46,Completed,2025-05-26,2.42,3.01
TASK_10988,Improve UI consistency across all pages.,Low,2025-07-30,user_14,Completed,2025-06-18,2.08,1.38
TASK_83385,Critical bug in production impacting all users.,Critical,2025-07-31,user_56,In Progress,2025-06-10,4.69,5.7
TASK_87541,,Low,2025-08-03,user_9,Completed,2025-06-13,12.08,11.99
TASK_43990,Critical bug in production impacting all users.,,2025-08-04,user_12,To Do,2025-05-24,12.58,15.3
TASK_43690,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-05,user_15,Completed,2025-06-15,6.16,6.9
TASK_80758,Client report must be submitted by evening.,High,2025-08-01,user_20,To Do,2025-05-24,5.86,7.07
TASK_74962,,Critical,2025-07-06,user_65,In Progress,2025-06-07,2.75,1.49
TASK_33835,Code review required urgently for merge.,High,2025-08-03,user_99,In Progress,2025-06-15,6.67,5.94
TASK_58842,Refactor legacy module as per guidelines.,Medium,2025-06-30,user_42,In Progress,2025-06-16,15.47,16.13
TASK_86141,Improve UI consistency across all pages.,Low,2025-08-04,user_8,Completed,2025-05-20,10.93,11.75
TASK_35399,Coordinate with design team on layout feedback.,Medium,2025-07-09,user_94,Completed,2025-06-10,8.45,6.87
TASK_79122,URGENT: System failure requires immediate attention.,Critical,2025-07-10,user_50,To Do,2025-06-16,10.18,12.72
TASK_10657,Immediate action required: Payment system down.,Critical,2025-06-23,user_8,To Do,2025-06-14,7.5,8.21
TASK_92448,,High,2025-08-16,user_39,In Progress,2025-05-23,2.93,1.06
TASK_72235,Emergency: Security breach needs to be fixed ASAP.,Critical,2025-07-19,user_47,In Progress,2025-05-20,3.81,2.89
TASK_28564,Prepare for upcoming product launch this week.,High,2025-08-01,user_18,To Do,2025-06-02,10.26,10.4
TASK_19307,Database optimization needed before backup.,,2025-07-24,user_39,In Progress,2025-06-07,3.67,7.31
TASK_88730,Update user avatars with new icons.,Low,2025-07-01,user_63,In Progress,2025-06-17,3.29,3.82
TASK_57510,Database optimization needed before backup.,High,2025-07-29,user_81,Completed,2025-06-11,15.91,17.34
TASK_92148,,High,2025-08-12,user_85,Completed,2025-05-30,9.52,9.2
TASK_44488,Organize code comments and improve readability.,Low,2025-08-05,user_9,In Progress,2025-05-25,7.11,9.33
TASK_56779,Client report must be submitted by evening.,High,2025-06-19,user_92,In Progress,2025-06-09,8.71,9.76
TASK_86034,URGENT: System failure requires immediate attention.,Critical,2025-07-29,user_68,In Progress,2025-05-27,8.43,11.18
TASK_76781,Enhance logging for future debugging.,Low,2025-06-29,user_100,Completed,2025-06-08,11.29,13.6
TASK_55309,Prepare for upcoming product launch this week.,High,2025-08-13,user_93,To Do,2025-05-20,10.04,11.1
TASK_69233,Client report must be submitted by evening.,High,2025-07-12,user_79,Completed,2025-05-21,11.1,9.44
TASK_76953,URGENT: System failure requires immediate attention.,Critical,2025-07-26,user_60,To Do,2025-05-24,4.83,4.98
TASK_64758,High priority task: Resolve server outage now.,Critical,2025-07-03,user_54,Completed,2025-06-13,10.51,9.55
TASK_74987,Improve UI consistency across all pages.,Low,2025-08-16,user_46,Completed,2025-06-02,8.7,7.87
TASK_29261,,High,2025-06-21,user_79,Completed,2025-05-29,3.94,6.39
TASK_20530,Conduct mid-cycle review of project progress.,Medium,2025-07-16,user_88,Completed,2025-06-08,9.97,9.45
TASK_48403,URGENT: System failure requires immediate attention.,Critical,2025-06-26,user_73,In Progress,2025-06-10,14.66,18.23
TASK_17879,Immediate action required: Payment system down.,Critical,2025-06-23,user_3,In Progress,2025-06-04,11.05,14.69
TASK_14715,Critical bug in production impacting all users.,Critical,2025-07-11,user_98,To Do,2025-05-28,2.12,1.15
TASK_21578,Organize code comments and improve readability.,Low,2025-06-23,user_46,In Progress,2025-06-17,12.78,12.16
TASK_56891,Organize code comments and improve readability.,Low,2025-07-26,user_87,In Progress,2025-05-20,14.05,15.17
TASK_64520,Complete documentation for current sprint.,Medium,2025-06-27,user_84,To Do,2025-06-18,14.88,13.77
TASK_75491,Task needs completion before end of the day.,High,2025-07-11,user_70,In Progress,2025-05-25,6.53,5.04
TASK_17054,Database optimization needed before backup.,High,2025-08-09,user_66,In Progress,2025-06-07,7.19,10.89
TASK_54619,Task needs completion before end of the day.,High,2025-06-22,user_2,To Do,2025-06-11,6.81,8.08
TASK_79788,Database optimization needed before backup.,High,2025-06-25,user_73,,2025-05-30,11.88,15.7
TASK_81847,Coordinate with design team on layout feedback.,Medium,2025-08-02,,Completed,2025-05-20,12.63,11.37
TASK_14318,Improve UI consistency across all pages.,Low,2025-06-29,user_6,In Progress,2025-06-09,13.35,11.82
TASK_75068,Database optimization needed before backup.,High,2025-06-23,user_3,To Do,2025-05-21,12.84,11.83
TASK_40551,Schedule meeting with stakeholders next week.,Medium,2025-08-01,user_97,In Progress,2025-06-14,14.11,12.44
TASK_84689,URGENT: System failure requires immediate attention.,Critical,2025-06-29,user_81,To Do,2025-06-02,4.79,4.35
TASK_57647,Task needs completion before end of the day.,High,2025-07-21,user_52,In Progress,2025-06-04,5.33,7.95
TASK_46297,URGENT: System failure requires immediate attention.,Critical,2025-06-22,user_61,In Progress,2025-06-14,9.65,11.14
TASK_38162,Update user avatars with new icons.,Low,2025-06-22,user_15,To Do,2025-06-14,8.62,11.91
TASK_83925,URGENT: System failure requires immediate attention.,Critical,2025-07-05,user_16,Completed,2025-05-26,13.22,14.86
TASK_85019,Clean up old branches from repository.,Low,2025-07-02,user_21,In Progress,2025-06-12,10.41,9.69
