task_id,task_description,priority,deadline,assigned_to,status,created_at,estimated_hours,actual_hours
TASK_05986,material capital president reach or million opportunity lot property whom force.,Low,2025-06-15,user_47,To Do,2025-05-13,5.130994820176632,4.3601006799357895
TASK_05987,,Medium,2025-05-05,user_22,Done,2025-04-25,8.788900557809617,6.990992915378964
TASK_05988,hair recently campaign.,Medium,2025-07-14,user_87,In Progress,2025-06-01,7.531073232144457,7.418391853606321
TASK_05989,represent collection sister give nearly use explain military mission somebody sport indicate hospital.,High,2025-06-29,user_56,In Progress,2025-05-17,4.555308826973566,3.1511576954184117
TASK_05990,natural either fall among as test determine court reach.,Medium,2025-05-02,user_53,To Do,2025-04-08,8.43152777486393,7.225004549971098
TASK_05991,body best compare add health economy price daughter.,Medium,2025-06-14,user_35,Done,2025-04-30,7.575490139664893,6.7952914454382
TASK_05992,choice project successful thus can beautiful support employee least.,High,2025-05-16,user_32,To Do,2025-04-21,12.345874100617312,9.604292345493263
TASK_05993,many baby story drug lot magazine fall goal really production significant subject summer. thanks!,Low,2025-06-05,,Blocked,2025-04-21,8.706411104630138,9.37170715821551
TASK_05994,group nothing among size air there generation kitchen month address including.,Low,2025-07-06,user_75,,2025-06-03,7.2980365143655295,8.08818657145303
TASK_05995,fill fight under practice rule discuss hold stand.,Medium,2025-07-09,user_30,In Progress,2025-06-02,4.81997163743491,7.029323471754621
TASK_05996,cup phone free upon player director. asap,Low,2025-06-14,user_98,To Do,2025-04-26,10.399725955834969,6.589284185499675
TASK_05997,character accept some film arm tonight hundred inside.,Medium,2025-05-19,user_9,In Progress,2025-04-20,2.800228650719255,-0.43213851572409334
TASK_05998,begin ball i generation agree. thanks!,Low,2025-07-14,user_98,To Do,2025-05-20,8.168844499128804,8.077345563251239
TASK_05999,your improve suddenly we use cut campaign.,Medium,2025-05-22,user_70,In Progress,2025-05-01,10.136018538508711,9.934013441089256
TASK_06000,my same arrive natural practice size maybe.,,2025-07-18,user_43,In Progress,2025-06-02,11.004581170610363,14.526118701480705
TASK_06001,employee figure heart candidate keep ever drive top system. asap,Medium,2025-06-26,user_41,To Do,2025-05-19,12.94320532740089,13.294616443925516
TASK_06002,law recent discuss attention base read. <br>,Critical,2025-05-02,user_3,In Progress,2025-04-09,11.00620895604094,13.55175009446075
TASK_06003,social budget consider range less together anything there mind tell rule ago peace message.,High,2025-06-06,user_46,Blocked,2025-05-02,9.633100707885966,5.995677193766692
TASK_06004,compare explain our shoulder. thanks!,High,2025-07-05,user_69,In Progress,2025-05-24,1.0,3.011789977102909
TASK_06005,already available gun effort question clear according task while.,Medium,2025-05-29,user_87,Done,2025-04-07,3.8818608775937706,7.229468245671908
TASK_06006,practice red defense recognize memory big young half though. asap,High,2025-07-06,user_24,Done,2025-05-22,9.09497736920895,8.44010537553536
TASK_06007,because bank citizen actually election rock doctor identify benefit industry lose point course report about should.,Medium,2025-06-30,user_46,To Do,2025-05-22,5.6090306257484945,4.2913254789266375
TASK_06008,begin middle office night it radio hot believe charge yet event note second former again according son stop it stand.,Critical,2025-05-17,user_23,To Do,2025-05-09,8.550270996180467,6.853521079550339
TASK_06009,case hospital class sea color set full. please do it asap,Low,2025-07-09,user_31,Done,2025-05-30,5.9308202068951505,2.073492664251021
TASK_06010,different public answer tend smile newspaper performance less.,High,2025-06-10,user_66,In Progress,2025-04-29,11.635668524499739,12.795434842236867
TASK_06011,sister television until sister far company upon wife whom herself data.,High,2025-05-15,user_86,To Do,2025-04-09,12.189018755051361,12.972830952367786
TASK_06012,stage pretty price shake side leader. 🔥,Low,2025-04-24,user_7,Blocked,2025-04-16,9.473523371641127,9.415848434154093
TASK_06013,green between security raise order it purpose best.,High,2025-06-21,user_53,To Do,2025-05-13,7.724815003416523,7.94258022232927
TASK_06014,include manager civil provide perhaps. 🔥,Medium,2025-07-12,user_53,To Do,2025-05-15,11.580237772737558,12.417247243130992
TASK_06015,part will garden per speak direction young future class affect long time option offer.,Low,2025-07-18,user_78,Done,2025-06-01,12.314883380300156,14.27430450025868
TASK_06016,eye respond above improve put end within benefit company position already drug enough up control tax expert race.,Medium,2025-05-17,user_8,To Do,2025-05-07,9.406248047440283,6.180178283759649
TASK_06017,military police yes person through despite charge record teach. !!!,Medium,2025-06-12,user_29,In Progress,2025-06-02,8.485391011586918,8.221682759399972
TASK_06018,almost today remain form kid history success structure woman feel western city dark wonder beat vote business.,High,2025-05-03,user_6,Done,2025-04-15,12.158222052868119,11.524765413897295
TASK_06019,both major focus on policy former college begin simple seek election his.,Medium,2025-05-25,user_88,To Do,2025-04-28,4.6696692994680395,5.401833694044413
TASK_06020,,Low,2025-06-14,user_26,To Do,2025-05-23,7.858474671669102,9.045293068417184
TASK_06021,past government deep sort color continue though another process collection use fly step later network according actually.,Critical,2025-04-26,user_9,Done,2025-04-25,14.01859531421422,17.420944391955842
TASK_06022,safe go scene suffer firm.,Critical,2025-05-30,user_20,In Progress,2025-05-26,8.88990669448085,6.066466313119585
TASK_06023,explain difficult focus development position yeah allow soon case republican accept rest son experience discuss church author card boy technology.,Critical,2025-05-06,user_84,To Do,2025-04-07,5.172987295684506,2.8455141098460426
TASK_06024,road main day article explain phone look.,Medium,2025-05-28,user_82,To Do,2025-05-20,11.114764396687264,9.822761532591564
TASK_06025,citizen any listen with next behavior fact everybody.,High,2025-05-05,user_5,Done,2025-04-18,4.972766688382772,4.275385473713246
TASK_06026,ok organization environment arm message father necessary week room and.,Medium,2025-04-28,user_50,Blocked,2025-04-27,9.349153091230137,7.566037842752012
TASK_06027,move difference congress training bar produce alone.,Medium,2025-05-27,user_94,To Do,2025-04-26,9.007655781505306,8.66515362217404
TASK_06028,page run science during several mind skill pull view. thanks!,Critical,2025-07-26,user_76,In Progress,2025-06-02,8.508277393833534,10.774247576605893
TASK_06029,long pm language majority over color she artist not may director direction feel data dark season offer evidence discuss.,High,2025-05-13,user_30,In Progress,2025-05-11,6.908725907096106,9.094634369455015
TASK_06030,also nothing range quickly trade behavior personal design.,Low,2025-07-14,user_89,To Do,2025-05-18,9.276215803472569,8.646094414328672
TASK_06031,scene look more those require third middle two thus true.,Critical,2025-06-17,user_86,In Progress,2025-05-17,11.366768954346238,13.312054782567387
TASK_06032,let measure its role reason near official response various. thanks!,High,2025-06-18,user_52,In Progress,2025-06-04,9.896828037896647,10.07165035928003
TASK_06033,beautiful enough usually politics protect prove ten.,Critical,2025-05-20,user_81,In Progress,2025-04-07,8.770257137837133,11.910021151591994
TASK_06034,player shake son various let full visit feeling across executive add media structure. <br>,Low,2025-06-21,user_46,Blocked,2025-05-26,5.956732500668593,6.531975828577758
TASK_06035,gas smile official cup trouble green.,Medium,2025-04-21,user_95,In Progress,2025-04-10,6.601937701910689,6.11981342974916
TASK_06036,cost here however establish write key recognize.,Medium,2025-07-04,user_75,In Progress,2025-05-23,4.751442595168602,5.563797390952635
TASK_06037,sound focus design perform explain business.,High,2025-05-14,user_90,To Do,2025-04-07,5.519509417618856,6.35238532606034
TASK_06038,over seem determine only involve stock partner keep.,,2025-04-10,user_9,,2025-04-08,7.488601322733828,7.788803342382182
TASK_06039,them dinner class debate from might participant energy discussion.,Low,2025-06-13,user_34,In Progress,2025-05-09,4.234080770512991,5.643494174268074
TASK_06040,manage much look wonder ready fish rest compare woman understand. please do it asap,,2025-05-13,user_38,Done,2025-04-30,4.16750416743544,4.977348647582021
TASK_06041,center thought boy happen or these though.,Low,2025-06-26,user_30,To Do,2025-05-21,8.617443178422626,9.341491242078659
TASK_06042,article also note animal single this.,Low,2025-06-13,user_35,Done,2025-05-04,12.593250182000688,13.102376814613777
TASK_06043,would environmental despite box sometimes early fire crime study surface paper wrong. !!!,High,2025-06-24,user_73,To Do,2025-05-19,11.070752515188937,12.230475497307975
TASK_06044,eight popular public around it leg son question employee. please do it asap,High,2025-05-25,user_62,In Progress,2025-04-28,9.721058243365619,5.443619546405308
TASK_06045,tell late modern edge million kid can.,High,2025-04-22,user_50,To Do,2025-04-13,9.693510439088993,8.060886318500428
TASK_06046,information stop strategy guy almost shake.,High,2025-07-12,user_23,To Do,2025-05-15,9.484266977380706,9.85856336456152
TASK_06047,school growth space finally.,High,2025-05-31,user_31,Done,2025-05-01,11.082725161954057,8.668514915010041
TASK_06048,use wide health project tv its various majority north my personal require house remember of age ago.,Medium,2025-07-07,user_85,In Progress,2025-05-12,8.913447884158353,9.019747310447789
TASK_06049,star teach happy war.,Medium,2025-04-20,user_7,Blocked,2025-04-18,5.418392810085463,6.8696011061212525
TASK_06050,federal performance hold enough quite case few program story stay foreign civil.,High,2025-06-03,user_58,In Progress,2025-04-20,7.207365230931035,5.024175481255867
TASK_06051,,Medium,2025-05-28,user_70,In Progress,2025-04-29,5.97433432277343,5.8521472513157695
TASK_06052,defense hotel special responsibility. !!!,Low,2025-06-22,user_37,To Do,2025-05-09,7.647291813966116,5.819548719182757
TASK_06053,wait official wife education focus course discuss purpose inside price manage care apply.,Low,2025-05-15,user_34,To Do,2025-04-18,8.676449539917476,9.766338701685164
TASK_06054,,Medium,2025-06-07,user_55,Done,2025-06-05,8.03249314919894,10.625680355976444
TASK_06055,step director popular change term area floor responsibility raise line pass own young product deep enough bring safe tv. please do it asap,High,2025-04-17,user_19,To Do,2025-04-16,8.978368832036196,7.32113078572467
TASK_06056,stop break agency first want ask water prepare baby.,Medium,2025-05-31,user_58,Done,2025-04-11,1.8474012543600615,0.8464764401985851
TASK_06057,paper serious church move budget animal role piece western radio notice provide.,Critical,2025-04-15,user_88,To Do,2025-04-07,6.3859652596289855,3.162462186644244
TASK_06058,country front city student.,High,2025-06-02,user_73,To Do,2025-05-02,9.865262180181592,8.686913476240672
TASK_06059,understand speak from across impact win not organization interest important quality peace serious.,Low,2025-05-21,user_14,To Do,2025-04-18,6.303709748997435,3.388849675711972
TASK_06060,future meeting hair under voice cause whose.,Low,2025-07-02,user_63,To Do,2025-06-03,9.789357143274678,9.646217193321482
TASK_06061,skin reach say class week actually something language turn memory they a room film important.,Critical,2025-05-25,user_97,To Do,2025-04-07,9.437283202741046,8.34882311059619
TASK_06062,third movement tough since decision film add political front well customer group subject society.,High,2025-05-20,user_37,Done,2025-04-27,9.21610875236204,9.976475231022937
TASK_06063,the course center boy people always class cause high.,Low,2025-05-07,,In Progress,2025-04-28,10.16548938972084,11.734755053401743
TASK_06064,hundred evening watch. thanks!,High,2025-07-04,user_56,To Do,2025-05-21,5.019257833645709,5.33564961733352
TASK_06065,sea why writer glass option memory debate themselves.,Critical,2025-04-25,user_87,In Progress,2025-04-13,9.327628770756188,10.126382102372057
TASK_06066,reflect wrong they instead write money main.,High,2025-06-05,,In Progress,2025-04-11,1.0,1.5354933330952378
TASK_06067,pass song federal enough key second author.,Medium,2025-06-23,user_81,To Do,2025-04-27,7.788769228101163,7.767413000697714
TASK_06068,,Medium,2025-05-29,user_33,In Progress,2025-05-28,6.509865882184732,10.311733934650237
TASK_06069,ask race argue would call establish reduce.,Low,2025-05-28,user_53,Blocked,2025-04-28,6.826798021577477,8.107661504230753
TASK_06070,student lead sit bank role put body behavior modern art above. asap,Critical,2025-06-11,user_67,To Do,2025-04-18,9.136335855151188,8.72484217612936
TASK_06071,song ahead board how beat conference expert suggest necessary fact ten.,High,2025-05-13,user_100,Blocked,2025-04-19,6.508038193588499,1.696702922072645
TASK_06072,pressure hit son appear size people. !!!,Medium,2025-04-23,user_97,To Do,2025-04-13,14.549570334210848,14.253060929515744
TASK_06073,difference purpose might enter few contain commercial pick side cover.,High,2025-05-05,user_80,Done,2025-04-21,10.588980777460293,5.169064990858703
TASK_06074,professional fill machine east prevent society century bring assume thousand alone.,Low,2025-06-27,user_79,To Do,2025-05-21,11.796714102987547,12.192669047209778
TASK_06075,mention reason back deep manage prove then sort unit consumer side. !!!,High,2025-06-08,user_73,To Do,2025-05-06,7.1968750657802225,8.083104670812803
TASK_06076,simply while care we father name decision. please do it asap,High,2025-06-21,user_23,Done,2025-06-03,7.04283563591097,5.705319972416608
TASK_06077,mind or fish build than wide executive.,High,2025-05-29,user_85,In Progress,2025-05-07,9.093855491031258,9.06960795628334
TASK_06078,send stand not official among order rich matter defense. 🔥,Medium,2025-05-26,user_95,Blocked,2025-05-07,11.542829804442244,11.311089250534755
TASK_06079,travel year voice including her include during develop tend police drug as actually. <br>,High,2025-04-25,user_53,Blocked,2025-04-18,3.0133245019117725,4.281783429075122
TASK_06080,however sport individual present official public admit.,High,2025-05-20,user_63,To Do,2025-04-16,5.725367956692605,4.555371823454895
TASK_06081,bit walk partner power occur level once sound.,Medium,2025-07-02,user_91,To Do,2025-05-09,2.5061430290906976,2.1365561924019683
TASK_06082,scientist agency federal wide past around night economic ball kitchen history small have. asap,Medium,2025-06-11,user_76,In Progress,2025-05-20,8.403498681257814,9.306077420910336
TASK_06083,name likely this ten power again worry away.,Low,2025-04-22,user_52,In Progress,2025-04-17,10.8307153301609,8.525780707226954
TASK_06084,real dinner support major group between community maintain attorney book culture most.,High,2025-06-30,user_52,In Progress,2025-05-15,10.428181974216756,8.529476189092083
TASK_06085,mother simply rock fill law toward threat.,Medium,2025-07-06,user_60,In Progress,2025-05-28,5.855023731466462,5.428364334400928
TASK_06086,beautiful rich letter me always image high amount might life recent something soldier draw great.,Low,2025-06-09,user_16,To Do,2025-04-18,6.952350729145227,6.116187059157193
TASK_06087,base item sister follow society prepare yet. 🔥,Low,2025-06-26,user_74,In Progress,2025-05-11,7.205698753412431,7.6978420493731505
TASK_06088,answer realize soldier win agree feel finish perform.,Critical,2025-06-11,user_59,Done,2025-04-13,11.145053155886096,10.149132617408092
TASK_06089,letter simple movie per issue.,Medium,2025-06-01,,To Do,2025-05-01,11.633424526979526,7.361420200605761
TASK_06090,particularly money than threat fund one i set long worker himself adult entire pay.,High,2025-05-07,user_60,Done,2025-04-19,7.659229289079493,10.966602919385766
TASK_06091,artist collection audience performance do executive particular just young hear mother late move future require. please do it asap,High,2025-05-01,user_93,To Do,2025-04-07,3.040128289407088,2.961723906650775
TASK_06092,board lose past dream full early sound hospital college there more.,Medium,2025-05-19,user_23,In Progress,2025-04-16,3.6653849464624617,2.44115886436797
TASK_06093,threat choice final quite door place three.,High,2025-07-23,user_20,To Do,2025-06-04,7.282525103568703,5.040432703066905
TASK_06094,both message receive high again field dog south check show condition evidence just.,Medium,2025-06-16,user_40,To Do,2025-04-25,4.756228122136193,3.6536340247887624
TASK_06095,write detail several sing admit me republican career decade look guess method account president among message.,High,2025-06-06,user_69,To Do,2025-05-03,12.692629914096038,12.7832155313283
TASK_06096,any you pressure poor measure accept picture move ask plant. 🔥,Low,2025-06-06,user_60,Done,2025-05-01,2.722996830675654,6.218524519255382
TASK_06097,some environmental idea likely probably writer same fish door do. asap,Medium,2025-05-25,user_41,Done,2025-04-25,6.443319387210673,6.519785510709492
TASK_06098,professional forward whose dinner memory your page me when knowledge quality benefit government value assume morning institution accept various end.,Low,2025-05-29,user_8,In Progress,2025-05-02,6.597123858225671,7.649411393863696
TASK_06099,community dinner leader skill popular particularly simply hand.,High,2025-07-04,user_93,In Progress,2025-05-22,1.464442511713802,-0.014008483543960448
TASK_06100,light candidate how wide goal must respond. <br>,Medium,2025-06-02,user_54,,2025-05-08,4.553961512555032,4.038356865787387
TASK_06101,,Medium,2025-06-24,user_81,Done,2025-05-01,9.953348020514905,10.742307595259671
TASK_06102,toward another myself keep strategy wish.,Low,2025-06-15,user_48,To Do,2025-05-04,6.8731803307697685,7.791648986424748
TASK_06103,than policy prepare particularly fly remain cost television foot occur republican statement seem type choice.,,2025-07-02,user_17,To Do,2025-05-27,10.62346465538947,7.975254904839391
TASK_06104,general situation movement lawyer information operation meeting safe.,Medium,2025-05-23,user_64,Done,2025-04-14,10.293301039975333,12.302433696474505
TASK_06105,charge these process describe study amount foot beautiful himself catch attack hope.,Low,2025-06-05,user_48,In Progress,2025-04-16,8.978530258208249,8.750713013665893
TASK_06106,forward people manage glass available none federal consumer class development home all why shake. 🔥,Critical,2025-05-29,user_51,Done,2025-05-19,4.550270821356424,4.698678926245358
TASK_06107,enjoy garden federal imagine television seven tv through staff mother ground remember.,Low,2025-06-01,user_27,To Do,2025-04-18,10.319778225189895,9.711668184311248
TASK_06108,food school life minute eight trip front executive.,Medium,2025-05-21,user_53,Done,2025-05-15,6.428665963876215,4.315623557282755
TASK_06109,,Medium,2025-05-28,user_69,To Do,2025-05-22,2.9633382333682246,4.334431616360773
TASK_06110,whole product tax fall grow never read sell per bill lay.,Medium,2025-07-29,user_97,In Progress,2025-06-01,9.187505571671883,8.513765415257769
TASK_06111,thing road daughter pick suggest.,Low,2025-06-08,user_97,In Progress,2025-05-11,6.239112517593671,7.140663691843594
TASK_06112,treatment do attorney term name industry market keep.,Medium,2025-07-20,user_67,To Do,2025-05-26,4.792078788098449,3.3924586382455955
TASK_06113,,Medium,2025-07-19,user_23,To Do,2025-05-30,7.062042359721721,9.499316995001735
TASK_06114,base could question turn performance within score we evidence raise century page.,High,2025-05-30,user_22,In Progress,2025-05-06,3.9348629273237563,6.061519570723548
TASK_06115,their song different play follow marriage laugh north cultural. please do it asap,Low,2025-05-04,user_83,Done,2025-04-27,12.934318636235993,8.161156550613516
TASK_06116,theory many always life find various.,Low,2025-05-30,user_65,,2025-05-05,9.058349812609094,10.378907748830294
TASK_06117,visit case ago son entire your law need forget stuff modern expect nation.,Medium,2025-06-26,user_66,Done,2025-05-20,3.4455083048148527,3.1403183430832935
TASK_06118,lose worker half value protect market education sound police morning. 🔥,Low,2025-05-21,user_51,Blocked,2025-04-20,6.061356695966543,6.328937628114597
TASK_06119,situation successful tell interest character.,Medium,2025-05-11,user_59,To Do,2025-04-23,7.628998961128376,8.179800574734246
TASK_06120,like population trade relationship room toward reflect. please do it asap,Critical,2025-06-04,user_78,In Progress,2025-05-09,9.489900728596679,6.509027131681728
TASK_06121,country investment view realize nation star result behavior national job prevent.,,2025-05-19,user_62,In Progress,2025-05-08,7.196190472907952,8.770028865888417
TASK_06122,ability year improve lot skill leg team fight six affect trouble various life.,High,2025-07-21,user_92,To Do,2025-05-24,5.1304380911381635,3.8202767514661975
TASK_06123,early son interview only member worry property.,High,2025-06-17,user_86,,2025-05-10,4.237055267098575,5.827918479984417
TASK_06124,evening be whole ten speech serve factor decision leave have tree.,Medium,2025-05-20,user_19,Blocked,2025-04-13,10.338102943184653,12.16805325213465
TASK_06125,loss congress choice federal student face perform listen.,Medium,2025-06-30,user_61,Done,2025-05-21,10.921850396114161,12.81380954224386
TASK_06126,area available rule act close fear official serve east second us. please do it asap,Critical,2025-06-26,user_60,Done,2025-05-26,6.816956365630503,9.530382055886841
TASK_06127,draw price area exactly democrat. 🔥,Medium,2025-06-11,user_46,In Progress,2025-04-20,7.518752854326658,6.82252597389747
TASK_06128,call authority get room soldier tend billion employee.,Critical,2025-06-03,user_16,To Do,2025-04-22,12.01615564114679,11.947591606837204
TASK_06129,,High,2025-05-23,user_12,Done,2025-04-09,11.268518800657766,13.035374988035596
TASK_06130,assume notice hold usually quickly too skin forward thought worry.,High,2025-07-02,user_52,Blocked,2025-05-15,10.985729566208994,9.186757896865968
TASK_06131,heavy prevent positive fear.,Medium,2025-06-20,user_94,In Progress,2025-04-25,3.125496052736869,-1.0550118319807336
TASK_06132,must arrive race return.,Low,2025-05-04,user_33,In Progress,2025-04-28,6.363732446804055,6.944453452973771
TASK_06133,will computer present left conference garden single good specific behavior.,Critical,2025-05-11,user_59,To Do,2025-04-30,11.998688065364341,13.093402855243365
TASK_06134,white consider unit hotel former administration traditional between they range could choose mission usually laugh through.,Medium,2025-06-08,user_36,Done,2025-05-12,6.707730663535501,7.2824563626811
TASK_06135,simply try group.,Low,2025-04-12,user_58,In Progress,2025-04-11,8.211073865498951,8.127639193789161
TASK_06136,tend see foot lose project follow go senior everyone serious down professional pattern fast.,Medium,2025-06-11,,Done,2025-04-16,5.699133431344897,5.066883445033161
TASK_06137,everybody head staff hope buy evidence couple different meet.,High,2025-07-11,user_1,,2025-05-21,8.312957714959655,8.248711066657497
TASK_06138,design such also develop security structure sea. please do it asap,High,2025-07-08,user_46,To Do,2025-05-21,7.173663931623832,10.699621062953357
TASK_06139,article build improve avoid manager arrive.,High,2025-06-07,user_56,Blocked,2025-05-15,3.149398346755299,3.822461032658584
TASK_06140,worry guess join current professor movement respond where. 🔥,Medium,2025-07-24,user_71,To Do,2025-06-03,7.434826687882119,8.999800963948642
TASK_06141,new at evening road current they term although model.,High,2025-06-07,user_41,In Progress,2025-05-15,5.385009647801404,5.417115181611149
TASK_06142,consider month decade protect mention. 🔥,High,2025-05-24,user_60,In Progress,2025-04-29,2.6647207389320027,3.855784846893355
TASK_06143,training either choice type condition.,Medium,2025-04-21,user_82,In Progress,2025-04-20,8.956540074829562,11.143984034328433
TASK_06144,continue cup property news social still hour point customer degree. !!!,High,2025-06-02,user_6,To Do,2025-04-24,4.2416420563862545,7.363843808514038
TASK_06145,deal think compare would item.,High,2025-06-18,user_22,To Do,2025-05-05,4.626544869903096,2.1115372035495517
TASK_06146,operation quickly cost involve special better election shake lead rather result explain special appear explain. thanks!,Medium,2025-05-19,user_26,To Do,2025-05-12,4.692241616483995,4.389463268359735
TASK_06147,size day economy television year pretty reach.,Medium,2025-06-05,user_18,Done,2025-05-14,9.853273453055177,8.692490850728118
TASK_06148,little give church around just cell federal hot certain tough area let determine crime thus performance budget.,Medium,2025-05-22,user_52,In Progress,2025-05-02,8.867942215080063,5.079794731711804
TASK_06149,left case single each admit cost top audience however since.,Medium,2025-06-02,user_32,Done,2025-05-03,6.680097296515673,6.548280715642365
TASK_06150,example always stuff sense choose defense stop wait population energy current.,Low,2025-06-07,user_71,In Progress,2025-05-11,7.051713296480505,6.4652123210797
TASK_06151,resource explain company store set believe guess concern prepare.,Medium,2025-07-25,user_45,To Do,2025-05-29,7.470926349513133,9.365661323180705
TASK_06152,decide world responsibility soldier agency door though quickly.,High,2025-05-29,user_73,In Progress,2025-05-27,9.77335820899214,9.54058889295872
TASK_06153,court popular sign truth project later on pay shoulder mouth spend continue task trip style gas claim fight.,Medium,2025-07-14,user_81,In Progress,2025-05-26,7.504766970473545,7.9723669946679605
TASK_06154,cover successful threat manager tonight camera education become painting how other.,Medium,2025-06-14,user_46,In Progress,2025-05-15,11.539871747678525,11.220205193079508
TASK_06155,have authority seek onto admit accept just data hundred game teacher occur dark head never base.,Low,2025-06-16,user_14,To Do,2025-05-29,5.100142993967221,6.324789366701616
TASK_06156,cultural late almost fund son newspaper professional ground hope front since agree himself drug yard particular only. !!!,,2025-05-24,user_4,In Progress,2025-05-13,8.884488167327884,11.448366127965933
TASK_06157,newspaper short wish performance whatever price reduce establish risk bank parent. !!!,Low,2025-07-15,user_20,In Progress,2025-05-27,4.71701734405002,3.9234232158656552
TASK_06158,american street message these reach commercial true wife laugh thing why simple country forget because.,Medium,2025-05-25,,In Progress,2025-05-23,10.117553924953832,11.858444675036477
TASK_06159,successful look left offer drug would assume health lead station and bring know place prepare. !!!,Low,2025-07-05,user_44,To Do,2025-06-04,6.959895654895456,8.081566417145499
TASK_06160,television eat population anyone remember compare process never sport. please do it asap,Low,2025-06-12,user_50,Blocked,2025-05-17,7.685029155859679,6.779278545646374
TASK_06161,tell take nothing always hit image day boy fill any wait last such professor tough subject. asap,,2025-05-28,user_50,To Do,2025-05-20,8.75851813874614,7.176041552716734
TASK_06162,group water others that very doctor run practice institution.,Medium,2025-04-30,user_19,In Progress,2025-04-16,10.613404379636336,11.494012193306952
TASK_06163,bag almost call single finally. asap,Medium,2025-06-04,user_24,To Do,2025-04-12,2.6855238981152034,4.340357558300523
TASK_06164,,Critical,2025-05-28,user_52,To Do,2025-04-29,6.0209168517369855,4.981583192864448
TASK_06165,each year myself still hand laugh day product perform pull.,Low,2025-06-29,user_40,To Do,2025-06-05,7.663968920569629,8.625260830355783
TASK_06166,various fill kid sister somebody create somebody apply can.,Low,2025-05-30,user_59,To Do,2025-04-23,12.603094827185416,12.03820850487666
TASK_06167,crime some concern cut sister population explain second not.,High,2025-07-16,user_30,To Do,2025-06-01,6.845721340787544,5.010314291780095
TASK_06168,unit research require here just simple popular. please do it asap,Critical,2025-07-09,user_52,To Do,2025-05-28,6.281870742184716,8.704479821464355
TASK_06169,smile west notice indeed less think road value financial eye artist paper society help major three hour. please do it asap,Medium,2025-07-02,user_23,,2025-06-01,11.469417456922876,15.754703158531749
TASK_06170,safe finish wrong white organization different produce bill sing summer. !!!,High,2025-06-08,user_4,In Progress,2025-04-11,5.2300831912341765,7.187886637265659
TASK_06171,sing stuff provide general low good. <br>,Medium,2025-07-15,user_27,Blocked,2025-05-18,6.271562075509019,12.32035094669894
TASK_06172,about exactly mother firm.,High,2025-07-06,user_27,In Progress,2025-05-29,12.067978183401692,13.511934631971389
TASK_06173,authority job note reduce probably bit quickly child open read performance employee security this seek trial machine.,High,2025-07-01,user_13,Done,2025-05-12,11.007767881461923,11.350174180667347
TASK_06174,minute serious series develop lead century consumer remain.,Medium,2025-06-08,user_95,Blocked,2025-05-27,4.002655681260511,2.185755875764496
TASK_06175,bar them civil two improve likely crime only kid sport half prove size.,Low,2025-06-26,user_30,In Progress,2025-05-02,8.957403492687595,9.265083929566773
TASK_06176,common artist member station plan friend. thanks!,Medium,2025-04-11,user_48,Done,2025-04-10,10.256477111449634,10.996484293606045
TASK_06177,add activity recognize common human weight number for body.,High,2025-04-29,user_14,To Do,2025-04-15,7.1576930386257995,8.0601668361271
TASK_06178,shoulder market region consider really worker heavy send other.,Medium,2025-05-31,user_57,In Progress,2025-04-19,5.305380449871748,1.5379477451983394
TASK_06179,few range program break lay miss believe everyone anyone expect guy situation into.,Medium,2025-07-17,user_35,Blocked,2025-05-29,8.99987527600244,10.233881280193502
TASK_06180,black choose another spring toward teach medical system. !!!,High,2025-05-30,user_80,Blocked,2025-05-05,6.203264094113672,6.253467605797083
TASK_06181,weight eight save your direction fast three whose appear consumer month machine enter whom blue.,Low,2025-05-09,user_41,In Progress,2025-04-07,7.330754548806997,5.413411097181297
TASK_06182,water democratic see fight interest race.,Medium,2025-05-30,user_67,To Do,2025-04-11,11.649759326402695,11.367928622324213
TASK_06183,final light only rather difficult.,Low,2025-06-17,,To Do,2025-04-24,5.069108218118016,6.127364681816909
TASK_06184,just modern someone team finish tax send.,High,2025-05-26,user_41,In Progress,2025-05-04,8.492235620080844,9.992019204343517
TASK_06185,record whatever of career able blue market group.,Low,2025-04-25,user_76,Done,2025-04-08,2.243135231310946,3.688886556222971
TASK_06186,financial information sound box society leave behind other energy subject dream administration say represent let production.,Medium,2025-07-20,user_30,In Progress,2025-05-28,9.174951734996261,8.707482189211955
TASK_06187,along month congress hospital fact book professional while free sport political wife.,Medium,2025-07-04,user_79,Done,2025-05-21,8.836142656289228,10.072058753921185
TASK_06188,bar development kind two enter. 🔥,Critical,2025-07-10,user_63,In Progress,2025-06-01,10.566768823549053,11.330900171321316
TASK_06189,serve money once part story ability believe. <br>,Medium,2025-06-27,user_56,In Progress,2025-05-06,7.350136814224956,8.586380517143425
TASK_06190,physical have among everybody mean protect market. please do it asap,High,2025-05-27,user_83,Blocked,2025-04-30,6.768779588961485,8.169436128164785
TASK_06191,attention sell process result value century agent.,Medium,2025-06-01,user_64,To Do,2025-05-10,10.57392850204486,12.9804916029966
TASK_06192,force view care bar tend part activity part set. thanks!,Medium,2025-06-26,user_73,Blocked,2025-05-24,9.10014382812562,9.298185099384094
TASK_06193,law small organization trouble fine.,Medium,2025-05-15,user_7,To Do,2025-04-18,12.356879301727172,14.280003211183995
TASK_06194,feel would in dinner few from.,Medium,2025-06-29,,To Do,2025-05-19,8.160094752623722,7.955229808592253
TASK_06195,ever data each conference government. <br>,High,2025-06-22,user_86,Done,2025-05-28,6.94703477750214,8.3524148951055
